Date,uk-politics-policy_Titles,uk-politics-policy_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-06-26T04:00:05.601Z,Scientists and industry leaders warn UK and EU over Horizon delays ,Leading figures frustrated over ‘absurd’ delays to Britain rejoining research programme,Neutral,0.9717042446136476,Negative,0.9990587830543518
none,none,none,0,0.0,0,0.0
2023-06-26T03:00:04.869Z,"Shortage of HGV mechanics threatens UK supply chains, warns sector",Industry leaders say the UK could suffer a repeat of the empty shelves that hit shops in 2021,Negative,0.9999805688858032,Negative,0.9999988079071044
2023-06-25T23:01:19.501Z,"NHS performs less well than international peers, research shows","UK health service is ‘middling at best’ with fewer doctors and nurses than comparable countries, says King’s Fund",Neutral,0.9100279211997986,Neutral,0.9991636276245116
2023-06-25T20:00:58.616Z,Fearful Tory MPs go absent from Commons in bid to protect marginals ,Members in target seats head home with help from party to raise local prospects ahead of general election,Negative,0.9884328246116638,Neutral,0.999975085258484
2023-06-25T18:25:46.600Z,Labour under pressure to adopt election pledge on free school meals ,Call by unions and mayors for universal policy clashes with party determination to control spending,Neutral,0.65865159034729,Neutral,0.9992448091506958
2023-06-25T16:10:51.905Z,Scottish independence reset undermined by confusion over SNP strategy,Mixed messaging highlights challenge facing first minister Humza Yousaf in trying to satisfy impatient members,Negative,0.9997426867485046,Negative,0.9999946355819702
2023-06-25T12:35:58.150Z,Rishi Sunak defends possible curbs on UK public sector pay ,Unions condemn PM’s comments that he may disregard recommendations of independent review bodies ,Neutral,0.9968994855880736,Neutral,0.999646782875061
2023-06-25T04:00:14.778Z,UK electricity network faces ‘mind-boggling’ scale of change over net zero,Investors behind monopolies face navigating demands of regulators and communities on bumpy path to cleaner energy ,Neutral,0.9851127862930298,Negative,0.9336184859275818
2023-06-25T04:00:14.769Z,Is the UK finally getting over the great Brexit schism?,Leavers are growing less attached to their vote in the referendum than Remainers — creating electoral problems for Conservatives ,Neutral,0.949910581111908,Negative,0.99989652633667
2023-06-25T03:00:14.430Z,Mystery Mayfair property deals show gaps in UK transparency drive ,Some MPs are pushing for more information about the overseas entities that own British assets,Neutral,0.7872824668884277,Neutral,0.9998434782028198
2023-06-24T15:37:51.555Z,Scotland leader says poll victory will provide mandate to negotiate independence,Humza Yousaf discards predecessor’s plan to use next UK election as a de facto referendum,Neutral,0.9994425177574158,Neutral,0.9999830722808838
2023-06-24T04:00:24.989Z,"Churchill, the BBC and the battle for impartiality",Playwright Jack Thorne on a 1926 dispute over coverage of the General Strike and what it tells us about balanced broadcasting today,Neutral,0.9985467791557312,Negative,0.9467743039131165
2023-06-24T03:00:22.979Z,British MPs warn Israel anti-boycott law could also stifle criticism of China,Opponents fear bill to stop public bodies adopting ‘own foreign policy’ will not apply exclusively to any state,Negative,0.9999942779541016,Neutral,0.9998427629470824
2023-06-23T20:00:09.936Z,"Scrapping ‘non-dom’ tax perk would net £3.6bn a year for UK, says study ","Researchers claim few beneficiaries would leave Britain, but advisers warn of damaging effect",Neutral,0.9998226761817932,Negative,0.999817192554474
2023-06-23T18:04:44.150Z,Hunt aims to channel more pension investments into UK companies,Chancellor to use keynote speech to outline how British retirement funds could put more money into riskier assets,Neutral,0.99997878074646,Neutral,0.9999547004699708
none,none,none,0,0.0,0,0.0
2023-06-23T17:00:09.888Z,It is time for the UK to think like an emerging market,"For the situation to improve, policymakers must act as if they are under a stabilisation programme",Neutral,0.9988514184951782,Neutral,0.9874486327171326
2023-06-23T16:39:17.725Z,Heathrow summer strike threat lifted as improved pay deal agreed,Airport security staff call off action but junior doctors announce longest walkout in NHS history,Positive,0.9254389405250548,Neutral,0.9998401403427124
2023-06-23T15:46:05.467Z,Humza Yousaf to set out new Scottish independence strategy ,SNP leader will address special party conference in attempt to move on from crises,Neutral,0.9997552037239076,Neutral,0.9999988079071044
2023-06-23T14:15:45.000Z, Inflation pain: who will UK voters blame?,Rishi Sunak and the Bank of England are under fire,Negative,0.9999922513961792,Neutral,0.6501795053482056
none,none,none,0,0.0,0,0.0
2023-06-23T10:00:09.988Z,"If the UK doesn’t play the strategic policy game, of course it will lose ",The market will deliver — but only if the government sets a consistent set of rules ,Negative,0.9989732503890992,Neutral,0.9999401569366456
2023-06-23T08:30:10.648Z,Ever tougher for Tories and Bank of England to avoid public blame in meme age,Political communication has shifted outside leaders’ control as global economic factors appear less at fault for crises,Negative,0.9986799359321594,Neutral,0.9418303370475768
none,none,none,0,0.0,0,0.0
2023-06-23T04:00:10.832Z,Banks must play fair as mortgage rates rise ,"As millions brace for the impact of more expensive home loans, here’s my don’t panic guide to what happens next",Neutral,0.9756740927696228,Neutral,0.9287421703338624
2023-06-22T23:02:19.414Z,MPs call for better pension scheme safeguards after UK’s LDI crisis,Report criticises lax oversight that created threat to economy after Truss ‘mini’ Budget,Positive,0.9999889135360718,Negative,0.991585612297058
2023-06-22T23:02:06.114Z,"Just 12% of audits by English local government bodies completed on time, MPs find",Ministers told to get a grip on oversight after MPs finds huge backlog of unaudited accounts ,Neutral,0.999933123588562,Neutral,0.987651228904724
2023-06-22T23:01:41.310Z,"New ID rules led to about 14,000 people being denied vote in UK polls ",Electoral Commission finds those excluded in May more likely to be disabled or unemployed,Neutral,0.9075492024421692,Neutral,0.9970244765281676
2023-06-22T18:07:38.474Z,"UK lacked resources to scale up fight against Covid-19, inquiry told","Ministers must make tough spending choices on preparedness between pandemics, warn Whitty and Vallance",Negative,0.999993085861206,Neutral,0.9931938648223876
none,none,none,0,0.0,0,0.0
2023-06-22T17:47:12.349Z,Sunak’s future looks tied to success of fight on inflation ,Prime minister and chancellor back BoE governor’s decisions despite restive Tory MPs eyeing impending election  ,Neutral,0.9928969740867616,Neutral,0.8564428687095642
2023-06-22T16:28:22.084Z,Bailey seeks to get on front foot in fight against inflation,UK central bank aims to regain credibility with half-percentage-point rate rise,Neutral,0.9966642260551452,Positive,0.9999722242355348
2023-06-22T16:04:23.049Z,A ‘new’ relationship with Europe won’t happen by accident Premium content,Also in this week’s newsletter: latest survey shows most UK voters want a closer relationship with the EU,Neutral,0.9894688129425048,Neutral,0.99999737739563
2023-06-22T08:30:35.325Z,Determined Sunak unlikely to follow Sánchez’s snap election gamble,"PM’s five pledges look tough to meet, but he lacks an alternative strategy given voters’ big concerns",Neutral,0.9991280436515808,Negative,0.9997321963310242
2023-06-21T23:01:09.876Z,"UK needs pension ‘superfunds’ to drive business investment, says think-tank",Resolution Foundation says managers need to be put under more pressure to invest for the long term,Neutral,0.99724543094635,Neutral,0.6230115294456482
2023-06-21T21:22:56.454Z,Latest delays to HS2 forecast to add £366mn to soaring final bill,"Ministers’ decision to push back section of high-speed rail link will drive up costs, according to government estimates ",Negative,0.9992049336433412,Neutral,0.9888529777526855
2023-06-21T18:06:14.391Z,"UK pandemic planning held back by flawed assumptions, inquiry hears ",Ministers say ‘groupthink’ meant they were persuaded Britain was one of best prepared nations before Covid-19 struck,Negative,0.8766108155250549,Neutral,0.9997679591178894
2023-06-21T17:26:28.292Z,UK probes claims British scientists helped Iran with suicide drone programme,Government launches investigation into allegations of academic collaboration on technology that has been used by Russia in its war in Ukraine ,Neutral,0.967032790184021,Negative,0.8415415287017822
2023-06-21T17:14:10.082Z,Sunak’s election strategy under threat as economic gloom intensifies,PM’s ability to provide voters with big tax cuts may be thwarted by high inflation and weak public finances,Negative,0.9997623562812804,Negative,0.9999992847442628
2023-06-21T12:31:55.696Z,UK inheritance tax set for record receipts,£1.2bn raised in April and May alone,Neutral,0.999815046787262,Neutral,0.9999876022338868
2023-06-21T12:14:36.114Z,Tony Blair’s unfinished business with Britain,His TBI think-tank has in effect become a global consultancy to the government,Neutral,0.9784079790115356,Neutral,0.9998400211334229
2023-06-21T08:31:29.342Z,UK government debt surpasses GDP for first time in 62 years,Public sector net borrowing doubled to £20bn in May,Positive,0.9962164759635924,Neutral,0.9849713444709778
2023-06-21T08:30:09.668Z,Trussite MPs quick to criticise Sunak over lack of mortgage support,"With Tory candidate selections under way, PM looks to have done little to reshape parliamentary party in his favour ",Negative,0.8819264769554138,Neutral,0.8411237001419067
2023-06-21T04:00:44.481Z,Pension tax upheaval boosts wealth managers,Rich clients rush to profit from giveaway but must consider wider picture,Positive,0.999996542930603,Neutral,0.9963713884353638
none,none,none,0,0.0,0,0.0
2023-06-21T04:00:44.478Z,Rwanda criticised for backing rebels in DRC accused of atrocities ,Kigali denies UN report claiming its forces made ‘direct interventions’,Negative,0.5439918041229248,Neutral,0.9994542002677916
2023-06-20T23:02:16.173Z,"NHS England emergency services still struggling, warns watchdog",Audit office says March 2024 recovery target in jeopardy amid falling patient satisfaction,Negative,0.9999932050704956,Negative,0.9904887676239014
2023-06-20T19:18:48.897Z,Post Office bosses urged to return bonuses paid in error,Business committee chair asks top executives to repay ‘100%’ of payments received for work with Horizon scandal inquiry   ,Neutral,0.9885285496711732,Neutral,0.9999785423278807
2023-06-20T19:07:18.494Z,Hunt calls in banks for talks over spiralling UK mortgage costs,Chancellor wants lenders to help struggling households more and rules out fiscal support,Neutral,0.9975687861442566,Neutral,0.9998968839645386
none,none,none,0,0.0,0,0.0
2023-06-20T18:22:32.900Z,Sunak under pressure to break silence over Boris Johnson report ,UK PM faces backlash from Tory MPs and Labour after missing Commons vote on probe’s findings,Negative,0.5785273909568787,Negative,0.9811663031578064
2023-06-20T18:00:42.688Z,Schools in England warn pupil safety at risk as repair funds dwindle,Education leaders say buildings ‘not fit for purpose’ as maintenance investment falls,Negative,0.9997881054878236,Neutral,0.9995755553245544
none,none,none,0,0.0,0,0.0
2023-06-20T16:17:33.396Z,Osborne insists austerity prepared UK well for pandemic,Former chief medical officer blames disinvestment for the lack of resilience in public health when Covid struck,Neutral,0.9100167155265808,Negative,0.9999788999557496
2023-06-20T15:58:18.481Z,Labour party outlines vision for UK foreign policy overhaul,Shadow minister David Lammy announces measures aimed at protecting supply chains and improving EU relations,Neutral,0.9530932307243348,Positive,0.9999442100524902
2023-06-20T14:33:10.419Z,"Britain, land of the eternal mortgage",’Til death do us debt?,Neutral,0.9999632835388184,Neutral,0.9993959665298462
2023-06-20T11:50:40.517Z,Stop trying to rationalise western populism,"Unlike the eastern kind, of the likes of Viktor Orbán, it is not about very much",Negative,0.5826334357261658,Neutral,0.998803734779358
2023-06-20T08:30:43.092Z,Labour’s risky pledge on UK planning reform has some Tories calling folly,"A Starmer-led government would inherit an economy with anaemic growth, meaning there are few pain-free options ",Negative,0.9997108578681946,Neutral,0.9564565420150756
none,none,none,0,0.0,0,0.0
2023-06-20T04:00:59.277Z,Politicians must send the right signals on ‘green’ jobs,"Without clear incentives from government, demand for employment in the decarbonisation effort will continue to lag behind",Neutral,0.9999711513519288,Negative,0.9999568462371826
2023-06-20T04:00:59.253Z,Britain must pause its Northern Ireland ‘legacy’ bill,The proposed legislation will set back the essential work of reconciliation,Neutral,0.9712499380111694,Neutral,0.9999169111251832
2023-06-19T22:11:39.535Z,Epstein claimed to have set up meetings with senior UK ministers,JPMorgan report describes how sex offender offered to act as intermediary between Jes Staley and British government,Neutral,0.9999784231185912,Neutral,0.9999792575836182
2023-06-19T21:24:56.704Z,Johnson partygate report approved as Sunak criticised for missing debate,Theresa May urges Tory MPs to publicly back account of privileges committee before Labour ensures a vote is passed overwhelmingly,Neutral,0.9783596396446228,Neutral,0.9999567270278932
2023-06-19T19:05:44.458Z,UK warned against being ‘overly reliant’ on Chinese EV batteries,Badenoch speaks out as deal between Tata and China’s Envision for Britain’s second big factory expected soon,Negative,0.9998279809951782,Neutral,0.9999943971633912
2023-06-19T17:56:25.788Z,"UK military is struggling to recruit tech experts, says report",Government-commissioned inquiry warns Britain’s ability to win on the modern battlefield is at stake,Negative,0.9941739439964294,Negative,0.9971064925193788
2023-06-19T16:29:58.757Z,"UK focused too much on flu preparedness, Cameron tells Covid inquiry",Former Tory PM admits ‘consequences’ resulted from decision to focus less on other diseases ,Neutral,0.997222661972046,Negative,0.8032013773918152
2023-06-19T16:11:38.376Z,Scottish government sets out plan for written constitution,First minister Humza Yousaf wants to safeguard rights contained in the ECHR,Neutral,0.9999898672103882,Neutral,0.9980979561805724
2023-06-19T14:56:31.099Z,Labour/Oil drilling ban: opposition’s plan encourages the wrong flows Premium content,Labour’s stance only increases uncertainty and the chance that oil company cash flows leave the UK altogether,Neutral,0.9806661009788512,Negative,0.9989709854125975
2023-06-19T13:18:57.346Z,Other big UK business lobby groups refuse to attend meetings with CBI,Exile from ‘B5’ ministerial contact body complicates organisation’s attempts to recover from misconduct scandal,Negative,0.945473313331604,Neutral,0.7099602818489075
2023-06-19T09:29:56.183Z,Labour unveils renewable jobs fund to win back industrial heartlands,"Opposition leader promises £2.5bn scheme will deliver 65,000 jobs by 2030",Neutral,0.9960904717445374,Positive,0.9892521500587464
2023-06-19T08:30:59.558Z,Defeat looms for Sunak as perfect Lib Dem by-election opportunity opens,"Plus, video of rule-breaking in Conservative HQ adds insult to injury as rising mortgage rates pile pressure across whole of UK",Neutral,0.9775024056434632,Negative,0.9751523733139038
2023-06-19T04:00:43.501Z,Meddling with regulators’ duties is an unfortunate UK failing,"Watchdogs are burdened with new social policy obligations, with mixed results",Negative,0.9998786449432372,Negative,0.9942036271095276
2023-06-18T16:42:47.505Z,Go big or go where? The new political dilemma,Labour’s £28bn plan in the UK is a sign of demands on public purses globally,Neutral,0.9962148070335388,Neutral,0.9353947639465332
none,none,none,0,0.0,0,0.0
2023-06-18T16:14:46.954Z,Hunt tells ministers to quicken adoption of AI to boost economy,UK aims to ease pressure on public services by focusing on opportunities provided by new tech ,Positive,0.9632642865180968,Neutral,0.937263250350952
2023-06-18T12:32:37.930Z,Direct support for UK households ruled out as mortgage rates soar,"Chancellor will instead work with banks to help under-pressure borrowers, say his allies",Neutral,0.9989948868751526,Neutral,0.9998898506164552
2023-06-18T12:27:16.764Z,Ørsted warns about rising costs of UK wind development ,Danish power group wants more British support for world’s largest offshore project,Negative,0.9999828338623048,Neutral,0.5006638169288635
